Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Peoria Unified School District,0406250,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,3-High,1225,468,671,554,13,24,306,56,776,2,48,040625000508,Cactus High School,4237,Peoria Unified School District,32.0,2016,0,0.5477551020408163,0.45224489795918366,0.010612244897959184,0.019591836734693877,0.24979591836734694,0.045714285714285714,0.6334693877551021,0.0016326530612244899,0.03918367346938775,0.3820408163265306,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Casa Grande Elementary District,0401710,Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,2-Middle,938,531,471,467,51,14,577,34,224,1,37,040171002213,Cactus Middle School,4446,Casa Grande Elementary District,28.5,2016,0,0.502132196162047,0.4978678038379531,0.054371002132196165,0.014925373134328358,0.6151385927505331,0.03624733475479744,0.23880597014925373,0.0010660980810234541,0.039445628997867806,0.5660980810234542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cave Creek Unified District,0400001,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,3-High,1714,136,861,853,6,44,119,23,1507,5,10,040000101204,Cactus Shadows High School,4244,Cave Creek Unified District,50.0,2016,0,0.5023337222870479,0.49766627771295213,0.003500583430571762,0.025670945157526253,0.06942823803967328,0.013418903150525088,0.8792298716452742,0.0029171528588098016,0.005834305717619603,0.07934655775962661,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,1-Primary,672,352,342,330,10,12,252,40,331,0,27,040593000126,Cactus View Elementary School,4241,Paradise Valley Unified District,38.0,2016,0,0.5089285714285714,0.49107142857142855,0.01488095238095238,0.017857142857142856,0.375,0.05952380952380952,0.49255952380952384,0.0,0.04017857142857143,0.5238095238095238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes under Community Eligibility Option (CEO),1-Primary,571,571,303,268,36,14,275,73,153,0,20,040906000919,Cactus Wren Elementary School,4260,Washington Elementary School District,36.0,2016,0,0.5306479859894921,0.46935201401050786,0.06304728546409807,0.024518388791593695,0.4816112084063047,0.12784588441331,0.2679509632224168,0.0,0.03502626970227671,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Santa Cruz Valley Unified District,0407520,Santa Cruz County,04023,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,1-Primary,827,824,411,416,0,4,805,2,16,0,0,040752000634,Calabasas School,4458,Santa Cruz Valley Unified District,25.0,2016,0,0.4969770253929867,0.5030229746070133,0.0,0.0048367593712212815,0.973397823458283,0.0024183796856106408,0.019347037484885126,0.0,0.0,0.9963724304715841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Calibre Academy,0400310,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,708,311,331,377,3,15,175,27,447,2,39,040031002370,Calibre Academy Surprise,79055,Calibre Academy,44.5,2016,1,0.4675141242937853,0.5324858757062146,0.00423728813559322,0.0211864406779661,0.24717514124293785,0.038135593220338986,0.6313559322033898,0.002824858757062147,0.05508474576271186,0.4392655367231638,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cambridge Academy  East   Inc,0400182,Maricopa County,04013,1-Yes,6-Not a Title I school,0405,Yes participating without using any Provision or the CEO,1-Primary,226,79,107,119,0,1,62,20,130,0,13,040018202964,Cambridge Academy East,78888,"Cambridge Academy  East,  Inc",50.75,2016,1,0.47345132743362833,0.5265486725663717,0.0,0.004424778761061947,0.2743362831858407,0.08849557522123894,0.5752212389380531,0.0,0.05752212389380531,0.3495575221238938,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cambridge Academy  East   Inc,0400182,Maricopa County,04013,1-Yes,6-Not a Title I school,0405,Yes participating without using any Provision or the CEO,1-Primary,226,79,107,119,0,1,62,20,130,0,13,040018201890,Cambridge Academy East,78888,"Cambridge Academy  East,  Inc",50.75,2016,1,0.47345132743362833,0.5265486725663717,0.0,0.004424778761061947,0.2743362831858407,0.08849557522123894,0.5752212389380531,0.0,0.05752212389380531,0.3495575221238938,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Camelback Education  Inc,0400390,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,537,467,253,284,11,8,387,46,64,0,21,040039002289,Camelback Academy,79905,"Camelback Education, Inc",19.0,2016,1,0.47113594040968343,0.5288640595903166,0.020484171322160148,0.0148975791433892,0.7206703910614525,0.0856610800744879,0.1191806331471136,0.0,0.03910614525139665,0.8696461824953445,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phoenix Union High School District,0406330,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,3-High,2152,1898,1140,1012,90,28,1653,160,172,8,41,040633000540,Camelback High School,4286,Phoenix Union High School District,20.0,2016,0,0.5297397769516728,0.47026022304832715,0.041821561338289966,0.013011152416356878,0.7681226765799256,0.07434944237918216,0.07992565055762081,0.0037174721189591076,0.019052044609665426,0.8819702602230484,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mohave Valley Elementary District,0405190,Mohave County,04015,2-No,,0404,Yes under Community Eligibility Option (CEO),1-Primary,322,10,173,149,22,3,93,9,189,1,5,040519001758,Camp Mohave Elementary School,4379,Mohave Valley Elementary District,39.5,2016,0,0.5372670807453416,0.46273291925465837,0.06832298136645963,0.009316770186335404,0.2888198757763975,0.027950310559006212,0.5869565217391305,0.003105590062111801,0.015527950310559006,0.031055900621118012,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Camp Verde Unified District,0401600,Yavapai County,04025,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,4-Other,18,9,15,3,2,0,10,1,5,0,0,040160003173,Camp Verde Accommodation School,4470,Camp Verde Unified District,5.0,2016,0,0.8333333333333334,0.16666666666666666,0.1111111111111111,0.0,0.5555555555555556,0.05555555555555555,0.2777777777777778,0.0,0.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Camp Verde Unified District,0401600,Yavapai County,04025,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,694,536,356,338,86,0,210,1,376,1,20,040160000086,Camp Verde Elementary School,4470,Camp Verde Unified District,30.5,2016,0,0.5129682997118156,0.48703170028818443,0.1239193083573487,0.0,0.3025936599423631,0.001440922190201729,0.5417867435158501,0.001440922190201729,0.02881844380403458,0.7723342939481268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Camp Verde Unified District,0401600,Yavapai County,04025,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,3-High,435,238,226,209,31,0,123,2,261,0,18,040160000087,Camp Verde High School,4470,Camp Verde Unified District,19.5,2016,0,0.5195402298850574,0.4804597701149425,0.07126436781609195,0.0,0.2827586206896552,0.004597701149425287,0.6,0.0,0.041379310344827586,0.5471264367816092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Camp Verde Unified District,0401600,Yavapai County,04025,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,2-Middle,349,241,165,184,39,0,116,1,180,2,11,040160001529,Camp Verde Middle School,4470,Camp Verde Unified District,20.5,2016,0,0.47277936962750716,0.5272206303724928,0.11174785100286533,0.0,0.332378223495702,0.0028653295128939827,0.5157593123209169,0.0057306590257879654,0.03151862464183381,0.6905444126074498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,1-Primary,466,313,268,198,4,8,328,17,97,2,10,040593000475,Campo Bello Elementary School,4241,Paradise Valley Unified District,38.5,2016,0,0.575107296137339,0.4248927038626609,0.008583690987124463,0.017167381974248927,0.703862660944206,0.03648068669527897,0.20815450643776823,0.004291845493562232,0.02145922746781116,0.6716738197424893,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,3-High,2091,9,1067,1024,12,109,318,81,1535,1,35,040340002965,Campo Verde High School,4239,Gilbert Unified District,52.5,2016,0,0.5102821616451458,0.48971783835485416,0.005738880918220947,0.05212816834050694,0.15208034433285508,0.03873744619799139,0.7340985174557628,0.00047824007651841227,0.01673840267814443,0.00430416068866571,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Candeo Schools  Inc.,0400758,Maricopa County,04013,1-Yes,6-Not a Title I school,0408,No,1-Primary,584,,281,303,0,55,44,6,451,0,28,040075802766,Candeo Peoria,89758,"Candeo Schools, Inc.",83.0,2016,1,0.4811643835616438,0.5188356164383562,0.0,0.09417808219178082,0.07534246575342465,0.010273972602739725,0.7722602739726028,0.0,0.04794520547945205,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Canon Elementary District,0401650,Yavapai County,04025,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,109,,56,53,2,0,19,3,84,0,1,040165000088,Canon School,4484,Canon Elementary District,35.5,2016,0,0.5137614678899083,0.48623853211009177,0.01834862385321101,0.0,0.1743119266055046,0.027522935779816515,0.7706422018348624,0.0,0.009174311926605505,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Pendergast Elementary District,0406210,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0403,Yes participating without using any Provision or the CEO,1-Primary,869,397,442,427,15,24,546,71,180,4,29,040621002006,Canyon Breeze Elementary,4283,Pendergast Elementary District,30.5,2016,0,0.5086306098964327,0.49136939010356734,0.01726121979286536,0.02761795166858458,0.6283084004602992,0.08170310701956271,0.20713463751438435,0.004602991944764097,0.0333716915995397,0.4568469505178366,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Whiteriver Unified District,0409160,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),2-Middle,349,11,183,166,336,1,5,0,1,1,5,040916000952,Canyon Day Junior High School,4394,Whiteriver Unified District,6.5,2016,0,0.5243553008595988,0.47564469914040114,0.9627507163323782,0.0028653295128939827,0.014326647564469915,0.0,0.0028653295128939827,0.0028653295128939827,0.014326647564469915,0.03151862464183381,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chinle Unified District,0401940,Apache County,04001,2-No,5-Title I schoolwide school,0401,Yes under Provision 2,1-Primary,327,324,152,175,327,0,0,0,0,0,0,040194000136,Canyon De Chelly Elementary School,4158,Chinle Unified District,21.5,2016,0,0.4648318042813456,0.5351681957186545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908256880733946,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,3-High,1627,3,795,832,29,51,536,49,934,6,22,040068000033,Canyon Del Oro High School,4406,Amphitheater Unified District,37.5,2016,0,0.48862937922556854,0.5113706207744315,0.01782421634910879,0.0313460356484327,0.32944068838352797,0.03011677934849416,0.5740626920712969,0.0036877688998156115,0.013521819299323909,0.0018438844499078057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0408,Yes participating without using any Provision or the CEO,1-Primary,299,133,146,153,0,2,73,8,197,1,18,040625001554,Canyon Elementary School,4237,Peoria Unified School District,33.0,2016,0,0.4882943143812709,0.5117056856187291,0.0,0.006688963210702341,0.24414715719063546,0.026755852842809364,0.6588628762541806,0.0033444816053511705,0.06020066889632107,0.44481605351170567,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pointe Educational Services,0400327,Maricopa County,04013,1-Yes,6-Not a Title I school,0408,No,1-Primary,348,132,169,179,3,6,111,15,192,0,21,040032702291,Canyon Pointe Academy,79455,Pointe Educational Services,38.5,2016,1,0.48563218390804597,0.514367816091954,0.008620689655172414,0.017241379310344827,0.31896551724137934,0.04310344827586207,0.5517241379310345,0.0,0.0603448275862069,0.3793103448275862,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dysart Unified District,0402690,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,1-Primary,945,267,442,503,10,33,191,37,624,4,46,040269002837,Canyon Ridge School,4243,Dysart Unified District,61.0,2016,0,0.4677248677248677,0.5322751322751322,0.010582010582010581,0.03492063492063492,0.2021164021164021,0.039153439153439155,0.6603174603174603,0.004232804232804233,0.04867724867724868,0.28253968253968254,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,2-Title I targeted assistance school,0405,Yes participating without using any Provision or the CEO,1-Primary,829,3,433,396,9,11,216,21,532,2,38,040340002284,Canyon Rim Elementary,4239,Gilbert Unified District,65.0,2016,0,0.5223160434258143,0.4776839565741858,0.010856453558504222,0.013268998793727383,0.2605548854041013,0.025331724969843185,0.6417370325693607,0.0024125452352231603,0.045838359469240045,0.0036188178528347406,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Canyon Rose Academy  Inc.,0400633,Pima County,04019,1-Yes,6-Not a Title I school,0402,No,3-High,296,200,163,133,5,0,165,23,88,0,15,040063303106,Canyon Rose Academy,81029,"Canyon Rose Academy, Inc.",17.5,2016,1,0.5506756756756757,0.44932432432432434,0.016891891891891893,0.0,0.5574324324324325,0.0777027027027027,0.2972972972972973,0.0,0.05067567567567568,0.6756756756756757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Catalina Foothills Unified District,0401760,Pima County,04019,2-No,2-Title I targeted assistance school,0402,Yes participating without using any Provision or the CEO,1-Primary,384,43,202,182,2,30,72,8,244,3,25,040176001358,Canyon View Elementary School,4410,Catalina Foothills Unified District,72.0,2016,0,0.5260416666666666,0.4739583333333333,0.005208333333333333,0.078125,0.1875,0.020833333333333332,0.6354166666666666,0.0078125,0.06510416666666667,0.11197916666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Park View School  Inc.,0400209,Yavapai County,04025,1-Yes,1-Title I targeted assistance eligible school-No program,0404,Yes participating without using any Provision or the CEO,3-High,90,55,60,30,0,0,24,2,61,0,3,040020903364,Canyon View Prep Academy,10970,"Park View School, Inc.",32.0,2016,1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.26666666666666666,0.022222222222222223,0.6777777777777778,0.0,0.03333333333333333,0.6111111111111112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Phoenix Elementary District,0406300,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,673,640,336,337,15,0,594,31,20,0,13,040630001028,Capitol Elementary School,4256,Phoenix Elementary District,25.0,2016,0,0.49925705794947994,0.5007429420505201,0.022288261515601784,0.0,0.8826151560178306,0.04606240713224369,0.029717682020802376,0.0,0.019316493313521546,0.950965824665676,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heber-Overgaard Unified District,0400026,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,101,57,51,50,1,1,14,1,82,0,2,040002601389,Capps Elementary School,4392,Heber-Overgaard Unified District,41.5,2016,0,0.504950495049505,0.49504950495049505,0.009900990099009901,0.009900990099009901,0.13861386138613863,0.009900990099009901,0.8118811881188119,0.0,0.019801980198019802,0.5643564356435643,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Carden of Tucson  Inc.,0400258,Pima County,04019,1-Yes,6-Not a Title I school,0402,No,1-Primary,121,,65,56,2,0,25,3,87,0,4,040025802079,Carden of Tucson,78858,"Carden of Tucson, Inc.",45.5,2016,1,0.5371900826446281,0.4628099173553719,0.01652892561983471,0.0,0.2066115702479339,0.024793388429752067,0.71900826446281,0.0,0.03305785123966942,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Career Success Schools,0400219,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,159,148,80,79,11,0,118,12,8,1,9,040021902338,Career Success School - Sage Campus,79047,Career Success Schools,14.0,2016,1,0.5031446540880503,0.4968553459119497,0.06918238993710692,0.0,0.7421383647798742,0.07547169811320754,0.050314465408805034,0.006289308176100629,0.05660377358490566,0.9308176100628931,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phoenix Union High School District,0406330,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,3-High,2108,1918,1099,1009,9,3,1999,58,30,2,7,040633000541,Carl Hayden High School,4286,Phoenix Union High School District,20.5,2016,0,0.5213472485768501,0.4786527514231499,0.004269449715370019,0.0014231499051233396,0.948292220113852,0.027514231499051234,0.014231499051233396,0.0009487666034155598,0.003320683111954459,0.9098671726755219,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sierra Vista Unified District,0401460,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Yes under Community Eligibility Option (CEO),1-Primary,416,416,209,207,6,3,206,36,141,1,23,040146000077,Carmichael Elementary School,4175,Sierra Vista Unified District,48.0,2016,0,0.5024038461538461,0.49759615384615385,0.014423076923076924,0.007211538461538462,0.4951923076923077,0.08653846153846154,0.3389423076923077,0.002403846153846154,0.055288461538461536,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tempe School District,0408310,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,349,274,163,186,45,11,164,42,70,1,16,040831000767,Carminati School,4258,Tempe School District,38.0,2016,0,0.4670487106017192,0.5329512893982808,0.12893982808022922,0.03151862464183381,0.4699140401146132,0.12034383954154727,0.20057306590257878,0.0028653295128939827,0.045845272206303724,0.7851002865329513,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
