Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Benson Unified School District,0400212,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Elementary,552,286,283,269,1,4,151,3,372,7,14,Yes participating without using any Provision or the CEO,040021200060,Benson Primary School,79226,Benson Unified School District,56.0,2018,0,0.5126811594202898,0.48731884057971014,0.0018115942028985507,0.007246376811594203,0.27355072463768115,0.005434782608695652,0.6739130434782609,0.012681159420289856,0.025362318840579712,0.5181159420289855,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cochise Community Development Corporation,0400632,Cochise County,04003,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0402,Other,320,198,181,139,3,3,107,48,136,7,16,Yes participating without using any Provision or the CEO,040063203105,Berean Academy,81027,Cochise Community Development Corporation,27.0,2018,1,0.565625,0.434375,0.009375,0.009375,0.334375,0.15,0.425,0.021875,0.05,0.61875,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,689,550,382,307,7,33,406,198,33,1,11,Yes under Provision 2,040708002498,Bernard Black Elementary School,4279,Roosevelt Elementary District,19.0,2018,0,0.5544267053701016,0.4455732946298984,0.010159651669085631,0.047895500725689405,0.5892597968069666,0.28737300435413643,0.047895500725689405,0.001451378809869376,0.015965166908563134,0.7982583454281568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phoenix Union High School District,0406330,Maricopa County,04013,2-No,6-Not a Title I school,0407,High,1717,995,901,816,83,52,927,415,166,3,71,Yes participating without using any Provision or the CEO,040633002854,Betty Fairfax High School,4286,Phoenix Union High School District,27.0,2018,0,0.5247524752475248,0.4752475247524752,0.048340128130460104,0.030285381479324403,0.539895165987187,0.2417006406523005,0.09668025626092021,0.0017472335468841002,0.041351193942923706,0.5794991263832265,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glendale Elementary District,0403420,Maricopa County,04013,2-No,6-Not a Title I school,0407,Elementary,789,725,389,400,6,4,663,49,51,0,16,Yes participating without using any Provision or the CEO,040342000263,Bicentennial North School,4271,Glendale Elementary District,25.5,2018,0,0.49302915082382764,0.5069708491761724,0.0076045627376425855,0.005069708491761723,0.8403041825095057,0.062103929024081114,0.06463878326996197,0.0,0.020278833967046894,0.9188846641318125,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glendale Elementary District,0403420,Maricopa County,04013,2-No,6-Not a Title I school,0407,Elementary,555,515,288,267,1,2,477,33,30,0,12,Yes participating without using any Provision or the CEO,040342001538,Bicentennial South School,4271,Glendale Elementary District,34.0,2018,0,0.518918918918919,0.4810810810810811,0.0018018018018018018,0.0036036036036036037,0.8594594594594595,0.05945945945945946,0.05405405405405406,0.0,0.021621621621621623,0.9279279279279279,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Middle,705,521,364,341,4,6,588,40,60,1,6,Yes participating without using any Provision or the CEO,040817002549,Billy Lane Lauffer Middle School,4407,Sunnyside Unified District,19.0,2018,0,0.5163120567375886,0.4836879432624113,0.005673758865248227,0.00851063829787234,0.8340425531914893,0.05673758865248227,0.0851063829787234,0.0014184397163120568,0.00851063829787234,0.7390070921985815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Creighton Elementary District,0402430,Maricopa County,04013,2-No,6-Not a Title I school,0409,Elementary,589,247,295,294,6,3,328,14,216,2,20,Yes participating without using any Provision or the CEO,040243000180,Biltmore Preparatory Academy,4263,Creighton Elementary District,55.5,2018,0,0.5008488964346349,0.499151103565365,0.010186757215619695,0.0050933786078098476,0.5568760611205433,0.023769100169779286,0.366723259762309,0.003395585738539898,0.03395585738539898,0.41935483870967744,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bisbee Unified District,0401180,Cochise County,04003,2-No,5-Title I schoolwide school,0402,High,281,181,148,133,0,2,221,1,54,0,3,Yes participating without using any Provision or the CEO,040118000063,Bisbee High School,4169,Bisbee Unified District,16.5,2018,0,0.5266903914590747,0.47330960854092524,0.0,0.0071174377224199285,0.7864768683274022,0.0035587188612099642,0.19217081850533807,0.0,0.010676156583629894,0.6441281138790036,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kingman Unified School District,0400295,Mohave County,04015,2-No,6-Not a Title I school,0404,Elementary,508,431,279,229,7,1,103,4,356,5,32,Yes participating without using any Provision or the CEO,040029501544,Black Mountain Elementary School,79598,Kingman Unified School District,39.5,2018,0,0.5492125984251969,0.4507874015748031,0.013779527559055118,0.001968503937007874,0.20275590551181102,0.007874015748031496,0.7007874015748031,0.00984251968503937,0.06299212598425197,0.8484251968503937,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cave Creek Unified District,0400001,Maricopa County,04013,2-No,2-Title I targeted assistance school,0406,Elementary,470,46,213,257,1,6,59,4,387,2,11,Yes participating without using any Provision or the CEO,040000100120,Black Mountain Elementary School,4244,Cave Creek Unified District,39.5,2018,0,0.4531914893617021,0.5468085106382978,0.002127659574468085,0.01276595744680851,0.125531914893617,0.00851063829787234,0.823404255319149,0.00425531914893617,0.023404255319148935,0.09787234042553192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,337,279,185,152,12,13,170,46,64,6,26,Yes participating without using any Provision or the CEO,040880001260,Blenman Elementary School,4403,Tucson Unified District,19.0,2018,0,0.5489614243323442,0.45103857566765576,0.03560830860534125,0.03857566765578635,0.5044510385756676,0.13649851632047477,0.18991097922848665,0.017804154302670624,0.0771513353115727,0.827893175074184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,314,210,166,148,3,6,136,39,100,3,27,Yes participating without using any Provision or the CEO,040880001442,Bloom Elementary,4403,Tucson Unified District,37.5,2018,0,0.5286624203821656,0.4713375796178344,0.009554140127388535,0.01910828025477707,0.43312101910828027,0.12420382165605096,0.3184713375796178,0.009554140127388535,0.08598726114649681,0.6687898089171974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Blue Elementary District,0401230,Greenlee County,04011,2-No,6-Not a Title I school,0401,Other,11,,5,6,0,0,0,0,11,0,0,No,040123000069,Blue Elementary School,4231,Blue Elementary District,,2018,0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,Navajo County,04017,2-No,6-Not a Title I school,0401,Elementary,1023,531,535,488,229,5,244,0,486,0,59,Yes participating without using any Provision or the CEO,040658000560,Blue Ridge Elementary School,4397,Blue Ridge Unified School District No. 32,34.5,2018,0,0.52297165200391,0.47702834799608995,0.2238514173998045,0.004887585532746823,0.23851417399804498,0.0,0.4750733137829912,0.0,0.05767350928641251,0.5190615835777126,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,Navajo County,04017,2-No,6-Not a Title I school,0401,High,693,283,337,356,170,7,152,2,332,1,29,Yes participating without using any Provision or the CEO,040658000561,Blue Ridge High School,4397,Blue Ridge Unified School District No. 32,25.5,2018,0,0.4862914862914863,0.5137085137085137,0.2453102453102453,0.010101010101010102,0.21933621933621933,0.002886002886002886,0.4790764790764791,0.001443001443001443,0.04184704184704185,0.4083694083694084,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,Navajo County,04017,2-No,6-Not a Title I school,0401,High,9,,5,4,1,0,0,0,8,0,0,No,040658003564,Blue Ridge High School Online,4397,Blue Ridge Unified School District No. 32,,2018,0,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,Navajo County,04017,2-No,6-Not a Title I school,0401,Middle,372,200,193,179,92,1,97,1,163,0,18,Yes participating without using any Provision or the CEO,040658001140,Blue Ridge Jr High School,4397,Blue Ridge Unified School District No. 32,38.0,2018,0,0.5188172043010753,0.48118279569892475,0.24731182795698925,0.002688172043010753,0.260752688172043,0.002688172043010753,0.4381720430107527,0.0,0.04838709677419355,0.5376344086021505,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0405,Middle,1312,340,710,602,32,134,352,89,668,7,30,Yes participating without using any Provision or the CEO,040187001533,Bogle Junior High School,4242,Chandler Unified District #80,57.5,2018,0,0.5411585365853658,0.45884146341463417,0.024390243902439025,0.10213414634146341,0.2682926829268293,0.06783536585365854,0.5091463414634146,0.005335365853658537,0.022865853658536585,0.25914634146341464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,381,300,194,187,6,4,272,28,56,0,15,Yes participating without using any Provision or the CEO,040880001262,Bonillas Elementary Basic Curriculum Magnet School,4403,Tucson Unified District,38.0,2018,0,0.5091863517060368,0.49081364829396323,0.015748031496062992,0.010498687664041995,0.7139107611548556,0.07349081364829396,0.14698162729658792,0.0,0.03937007874015748,0.7874015748031497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bonita Elementary District,0401260,Graham County,04009,2-No,6-Not a Title I school,0401,Elementary,86,46,41,45,0,0,37,3,46,0,0,Yes participating without using any Provision or the CEO,040126000070,Bonita Elementary School,4224,Bonita Elementary District,45.0,2018,0,0.47674418604651164,0.5232558139534884,0.0,0.0,0.43023255813953487,0.03488372093023256,0.5348837209302325,0.0,0.0,0.5348837209302325,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Winslow Unified District,0409460,Navajo County,04017,2-No,6-Not a Title I school,0401,Elementary,443,261,216,227,202,2,135,5,76,0,23,Yes under Community Eligibility Option (CEO),040946000971,Bonnie Brennan School,4387,Winslow Unified District,45.5,2018,0,0.48758465011286684,0.5124153498871332,0.45598194130925507,0.004514672686230248,0.3047404063205418,0.011286681715575621,0.17155756207674944,0.0,0.05191873589164785,0.5891647855530474,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,865,630,448,417,22,19,462,95,214,1,52,Yes participating without using any Provision or the CEO,040880000842,Booth-Fickett Math/Science Magnet School,4403,Tucson Unified District,23.0,2018,0,0.5179190751445086,0.4820809248554913,0.025433526011560695,0.021965317919075144,0.5341040462427745,0.10982658959537572,0.24739884393063583,0.0011560693641618498,0.06011560693641618,0.7283236994219653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,495,158,257,238,4,10,118,47,250,8,58,Yes participating without using any Provision or the CEO,040880000824,Borman Elementary School,4403,Tucson Unified District,60.0,2018,0,0.5191919191919192,0.4808080808080808,0.00808080808080808,0.020202020202020204,0.2383838383838384,0.09494949494949495,0.5050505050505051,0.01616161616161616,0.11717171717171718,0.3191919191919192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,Elementary,412,225,219,193,12,4,260,23,98,0,15,Yes participating without using any Provision or the CEO,040880001264,Borton Primary Magnet School,4403,Tucson Unified District,41.0,2018,0,0.5315533980582524,0.4684466019417476,0.02912621359223301,0.009708737864077669,0.6310679611650486,0.055825242718446605,0.23786407766990292,0.0,0.03640776699029126,0.5461165048543689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Phoenix Union High School District,0406330,Maricopa County,04013,2-No,6-Not a Title I school,0407,High,213,195,148,65,5,0,173,12,14,0,9,Yes participating without using any Provision or the CEO,040633001382,Bostrom Alternative Center,4286,Phoenix Union High School District,6.0,2018,0,0.6948356807511737,0.3051643192488263,0.023474178403755867,0.0,0.812206572769953,0.056338028169014086,0.06572769953051644,0.0,0.04225352112676056,0.9154929577464789,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,592,230,333,259,6,8,185,22,336,2,33,Yes participating without using any Provision or the CEO,040340001985,Boulder Creek Elementary,4239,Gilbert Unified District,47.0,2018,0,0.5625,0.4375,0.010135135135135136,0.013513513513513514,0.3125,0.037162162162162164,0.5675675675675675,0.0033783783783783786,0.05574324324324324,0.3885135135135135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Elementary,727,86,365,362,0,19,101,8,568,6,25,Yes participating without using any Provision or the CEO,040593000611,Boulder Creek Elementary School,4241,Paradise Valley Unified District,71.5,2018,0,0.5020632737276479,0.49793672627235214,0.0,0.026134800550206328,0.13892709766162312,0.011004126547455296,0.781292984869326,0.008253094910591471,0.0343878954607978,0.11829436038514443,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,High,2533,354,1325,1208,13,50,295,54,2021,7,93,Yes participating without using any Provision or the CEO,040775002433,Boulder Creek High School,4246,Deer Valley Unified District,51.0,2018,0,0.5230951440979076,0.47690485590209236,0.005132254243979471,0.01973943939992104,0.11646269245953415,0.021318594551914725,0.7978681405448085,0.0027635215159889457,0.03671535728385314,0.139755230951441,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bouse Elementary District,0401290,La Paz County,04012,2-No,6-Not a Title I school,0404,Elementary,21,15,8,13,0,0,2,0,16,0,3,Yes participating without using any Provision or the CEO,040129000071,Bouse Elementary School,4513,Bouse Elementary District,16.0,2018,0,0.38095238095238093,0.6190476190476191,0.0,0.0,0.09523809523809523,0.0,0.7619047619047619,0.0,0.14285714285714285,0.7142857142857143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bowie Unified District,0401330,Cochise County,04003,2-No,6-Not a Title I school,0402,Elementary,39,36,21,18,1,0,33,0,5,0,0,Yes participating without using any Provision or the CEO,040133000072,Bowie Elementary School,4171,Bowie Unified District,6.5,2018,0,0.5384615384615384,0.46153846153846156,0.02564102564102564,0.0,0.8461538461538461,0.0,0.1282051282051282,0.0,0.0,0.9230769230769231,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bowie Unified District,0401330,Cochise County,04003,2-No,6-Not a Title I school,0402,High,22,19,14,8,0,0,15,0,7,0,0,Yes participating without using any Provision or the CEO,040133000073,Bowie High School,4171,Bowie Unified District,,2018,0,0.6363636363636364,0.36363636363636365,0.0,0.0,0.6818181818181818,0.0,0.3181818181818182,0.0,0.0,0.8636363636363636,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Humboldt Unified District,0403870,Yavapai County,04025,2-No,4-Title I schoolwide eligible school-No program,0404,High,1530,765,796,734,20,15,518,19,907,2,49,Yes participating without using any Provision or the CEO,040387000306,Bradshaw Mountain High School,4469,Humboldt Unified District,30.0,2018,0,0.5202614379084968,0.4797385620915033,0.013071895424836602,0.00980392156862745,0.338562091503268,0.01241830065359477,0.5928104575163399,0.00130718954248366,0.03202614379084967,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Humboldt Unified District,0403870,Yavapai County,04025,2-No,4-Title I schoolwide eligible school-No program,0404,Middle,287,171,158,129,7,2,72,2,190,2,12,Yes participating without using any Provision or the CEO,040387000307,Bradshaw Mountain Middle School,4469,Humboldt Unified District,40.0,2018,0,0.5505226480836237,0.44947735191637633,0.024390243902439025,0.006968641114982578,0.2508710801393728,0.006968641114982578,0.662020905923345,0.006968641114982578,0.041811846689895474,0.5958188153310104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Humboldt Unified District,0403870,Yavapai County,04025,2-No,,0404,High,0,,0,0,0,0,0,0,0,0,0,No,040387002564,Bradshaw Mountain Online Academy,4469,Humboldt Unified District,45.0,2018,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Higley Unified School District,0403780,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Elementary,708,42,377,331,1,19,114,23,498,6,47,Yes participating without using any Provision or the CEO,040378003490,Bridges Elementary School,4248,Higley Unified School District,84.0,2018,0,0.5324858757062146,0.4675141242937853,0.0014124293785310734,0.026836158192090395,0.16101694915254236,0.03248587570621469,0.7033898305084746,0.00847457627118644,0.06638418079096045,0.059322033898305086,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bright Beginnings School  Inc.,0400071,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,Elementary,246,,129,117,2,63,29,7,129,1,15,No,040007100832,Bright Beginnings School #1,4362,"Bright Beginnings School, Inc.",83.5,2018,1,0.524390243902439,0.47560975609756095,0.008130081300813009,0.25609756097560976,0.11788617886178862,0.028455284552845527,0.524390243902439,0.0040650406504065045,0.06097560975609756,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Elementary,543,298,282,261,4,8,183,19,305,3,21,Yes participating without using any Provision or the CEO,040497002108,Brinton Elementary,4235,Mesa Unified District,59.0,2018,0,0.5193370165745856,0.48066298342541436,0.007366482504604052,0.014732965009208104,0.3370165745856354,0.034990791896869246,0.5616942909760589,0.0055248618784530384,0.03867403314917127,0.5488029465930019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tempe School District,0408310,Maricopa County,04013,2-No,6-Not a Title I school,0409,Elementary,665,231,346,319,12,48,184,35,325,11,50,Yes participating without using any Provision or the CEO,040831000765,Broadmor Elementary School,4258,Tempe School District,63.5,2018,0,0.5203007518796993,0.47969924812030074,0.01804511278195489,0.07218045112781955,0.27669172932330827,0.05263157894736842,0.48872180451127817,0.016541353383458645,0.07518796992481203,0.3473684210526316,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Balsz Elementary District,0401050,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,384,352,215,169,32,1,273,55,10,1,12,Yes under Community Eligibility Option (CEO),040105003142,Brunson-Lee Elementary School,4268,Balsz Elementary District,19.5,2018,0,0.5598958333333334,0.4401041666666667,0.08333333333333333,0.0026041666666666665,0.7109375,0.14322916666666666,0.026041666666666668,0.0026041666666666665,0.03125,0.9166666666666666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Buckeye Elementary District,0401380,Maricopa County,04013,2-No,6-Not a Title I school,0403,Elementary,801,672,391,410,11,9,568,38,147,1,27,Yes under Community Eligibility Option (CEO),040138002492,Buckeye Elementary School,4269,Buckeye Elementary District,20.0,2018,0,0.48813982521847693,0.5118601747815231,0.01373283395755306,0.011235955056179775,0.7091136079900124,0.04744069912609238,0.18352059925093633,0.0012484394506866417,0.033707865168539325,0.8389513108614233,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
